,mlod.name,sample.name,site,community,type,samplings,period,season,year,ssnyear,EC,Be,Al,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Mo,Ag,Cd,Sn,Sb,Ba,Pb,pollution_index,pollution_index_selected_analytes,pli_contaminants
282,IW.1.7.DM,G402IWA13-20180619,G402,Globe/Miami,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,NA,1.090053581,4.348692533,1.758539211,2.364184661,18.09102895,1.302004678,16.72814976,9.960144993,28.5602228,18.19753018,3.431603494,0.090939839,6.16187285,0.303977766,12.49171561,0.608922742,1.222730004,6.350901809,1.588687086,3.102828576,3.932261154,6.123483236
283,IW.3.3.DM,T138IWA31-20191217,T138,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,27.48,0.328659371,0.26740165,1.044529018,0.116441813,0.194106099,0.702264261,1.043869262,0.586875287,5.67998444,275.349912,2.037109468,0.089156704,4.857534801,0.105155665,1.963466731,2.425456971,1.002894093,3.736261532,1.554118203,1.069613912,1.077886602,1.405693023
284,IW.2.2.DM,T102IWA21-20181204,T102,Tucson,A,First Winter,First,Winter,Water Year 2,Winter Water Year 2,49.25,0.278264934,4.186690073,1.887613154,0.73587067,4.069417335,2.273574527,4.46617913,3.638395955,2.299244877,6.068540524,0.984849832,0.148594507,5.184641522,0.18215298,1.328881945,0.223287178,0.872479728,2.751314655,1.546463665,1.389331891,1.563338918,1.871457188
285,"IW.3.4,5,6.DM",T047IWA32-20200303,T047,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,31.11,0.730354158,0.452826152,0.816970911,2.829951912,0.424678036,0.645467014,1.115777983,0.715560822,2.85602228,4.519039844,0.759286256,0.182885548,9.248942525,0.389465428,1.292829192,0.481928159,0.97067183,1.712515102,1.543253697,1.02916687,1.009043765,1.227381834
286,IW.3.1.DM,H221IWA31-20191203,H221,Hayden/Winkelman,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,7.076,0.766871866,0.385878148,0.529725431,5.901104721,0.651702713,0.483498595,1.564951894,0.631886371,8.220748882,19.68634546,0.85595636,0.113160433,2.405461047,1.660291118,1.979521473,0.139554486,0.595635199,1.686145861,1.538809127,1.113445646,1.292146509,1.763069238
287,"IW.3.4,5,6.DM",H219IWA32-20200218,H219,Hayden/Winkelman,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,93.03,0.730354158,2.176298103,2.444197902,2.559640561,0.091632835,0.957370538,1.550467909,1.795538305,24.60346976,1.027606195,18.44695219,0.182885548,45.34516914,0.654301918,5.802239946,2.589200902,2.871404,7.691647747,1.532883032,2.197054646,1.882917869,2.475114612
288,IW.2.4.DM,T178IWA23-20190716,T178,Tucson,A,First Monsoon,First,Monsoon,Water Year 2,Monsoon Water Year 2,NA,0.180762654,0.63376143,0.821447464,0.706968148,1.057509324,0.370626101,2.102733707,2.208139908,5.0681705,12.16135521,1.703764282,0.548656643,19.07032181,0.467358513,2.575518547,1.995629153,1.03130307,5.199568733,1.529179224,1.513259228,1.404433387,1.726661134
289,"IW.3.4,5,6.DM",T022IWA32-20200303,T022,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,59.72,0.730354158,0.595505427,1.82717969,0.490095272,0.296834765,0.345837472,1.348884929,1.97212025,4.867794755,2.263970185,0.759286256,0.182885548,15.25135085,0.636775974,1.54604345,0.491045719,1.386510617,2.529218791,1.522265447,1.102688303,0.930696709,1.180680151
290,IW.2.3.DM,H204IWA22-20190226,H204,Hayden/Winkelman,A,Last Winter,Last,Winter,Water Year 2,Winter Water Year 2,20.32,4.338303698,0.500646156,2.516568842,1.677801762,0.746769297,0.094244923,1.20182989,0.914936842,9.976040404,3.514898672,6.62801344,0.172483932,4.661270769,0.411664957,6.266982466,0.180025287,0.704695165,1.95392365,1.515598591,1.291221646,1.487510445,2.325156315
291,IW.2.5.DM,D305IWA23-20190730,D305,Dewey-Humboldt,A,First Monsoon,First,Monsoon,Water Year 2,Monsoon Water Year 2,162,0.654579914,1.266546941,3.811038732,1.691733193,44.44008053,10.95994326,20.89101722,12.37516277,4.135755368,1.906330863,4.509419594,0.262897975,4.0422213,0.192785387,1.158194692,4.289904908,1.013380628,8.32302395,1.513129385,2.798834481,2.926043277,3.230558793
292,"IW.3.4,5,6.DM",H203IWA32-20200218,H203,Hayden/Winkelman,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,62.74,0.730354158,0.956595247,1.64737148,1.134475946,4.326239001,2.616042671,4.476403119,2.730960961,25.71221555,5.142885809,2.435271773,0.182885548,26.94541611,0.389465428,3.14898265,0.906825052,1.284886558,3.988812014,1.502017959,2.169268488,2.193539125,2.705694188
293,IW.3.2.DM,T114IWA31-20191210,T114,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,73.6,1.168566653,0.732719559,5.426328249,1.937716522,0.070590486,0.958814536,1.270671414,1.621264621,4.873138109,3.111947581,5.981694164,0.279129067,19.09076598,0.272625799,0.951173024,1.172257685,0.645207911,0.13466883,1.487696564,1.181663104,0.990082401,1.114105094
294,IW.1.2.DM,T141IWA12-20180227,T141,Tucson,A,Last Winter,Last,Winter,Water Year 1,Winter Water Year 1,110.3,0.122900346,1.080732072,0.29299039,0.490303204,0.175660344,1.799221252,1.768750071,1.879501289,3.155250058,13.71490158,0.713358697,0.025203915,3.381056841,0.151482578,2.531297592,0.606596834,1.512921032,9.920034347,1.482017391,0.933921866,1.008761221,1.338470363
295,IW.1.4.DM,T194IWA13-20180619,T194,Tucson,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,38.26,0.560546816,3.880251685,8.505450576,4.38320252,1.542348899,2.943348838,2.828636916,6.792057159,7.047882857,24.23370516,7.863242545,0.51493712,10.64323492,14.1220164,1.273394505,1.280179821,4.547342988,8.08532938,1.478807423,3.708141326,3.157070532,3.746669914
296,IW.1.2.DM,T198IWA11-20180109,T198,Tucson,A,First Winter,First,Winter,Water Year 1,Winter Water Year 1,32.33,0.059286499,1.033497619,0.995286936,0.627746129,0.19098451,0.749675522,0.867335054,2.421654025,13.00304999,9.062353849,1.438014092,0.13053456,6.48897957,0.124473151,5.729007792,0.184491031,1.740955506,5.151287023,1.478807423,1.057312607,1.217202008,1.558284984
297,IW.3.3.DM,G413IWA31-20191217,G413,Globe/Miami,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,35.09,0.328659371,0.53050926,1.044529018,0.116441813,0.095776036,0.517191877,0.66012888,1.086613732,3.491881309,9.628750965,2.037109468,0.153509557,1.392656863,0.105155665,0.910050353,0.961065229,1.045793555,1.473706338,1.472387488,0.726390615,0.747349588,0.892375174
298,IW.1.4.DM,T002IWA13-20180717,T002,Tucson,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,NA,0.119796341,1.008318924,2.89334538,1.13717906,5.417376355,0.674828303,7.621983689,3.647051933,2.286955165,222.1894971,3.620499099,0.065152976,22.19419099,0.793146343,1.805454275,0.312043831,1.777181719,10.66282988,1.464486029,2.100627283,1.957326524,2.937954122
299,IW.2.3.DM,H224IWA22-20190226,H224,Hayden/Winkelman,A,Last Winter,Last,Winter,Water Year 2,Winter Water Year 2,23.54,0.328659371,0.599799468,3.791640336,2.757175779,0.302226601,0.774223484,6.163361279,5.531169743,12.50878982,6.015137367,6.57245591,0.516994582,73.3536821,0.513899632,13.45218349,0.102339957,0.540151895,13.97198398,1.458313014,2.166736218,2.296070847,2.902476822
300,IW.3.1.DM,H213IWA31-20191203,H213,Hayden/Winkelman,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,12.23,0.766871866,4.272570895,0.529725431,0.228724989,0.317408877,0.475556607,0.832914292,0.484734751,7.667711827,2.089196218,4.77794766,0.113160433,7.51936574,2.60552371,4.227748621,0.711076626,1.146464293,6.718585598,1.445473143,1.29577047,1.256704048,1.708631452
301,IW.1.4.DM,D306IWA13-20180619,D306,Dewey-Humboldt,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,94.25,0.118408668,1.523213489,4.490728686,0.807607144,3.365640837,0.612736397,5.091546448,4.374154059,2.872052339,2.009091483,1.504683129,0.021717659,0.56507686,0.32578783,1.367187995,0.161324986,0.997364829,4.839312899,1.439053208,1.024966463,1.068244539,1.601109767
302,IW.3.2.DM,T137IWA31-20191210,T137,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,19.09,1.168566653,0.601165754,3.626753969,1.713566033,0.344793728,1.511143692,1.004506905,1.320613663,2.494811604,10.60780884,4.863135874,0.288159041,4.301453376,0.272625799,1.2674796,0.65376625,1.082782425,3.41240268,1.432880193,1.397253613,1.497458595,1.738046274
303,"IW.3.4,5,6.DM",T114IWA32-20200225,T114,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,65.97,0.730354158,0.544757669,2.08010493,0.300253531,0.349476112,0.399987389,1.429824841,1.305898501,3.999499862,2.054403252,0.759286256,0.182885548,17.26714601,0.598997828,1.139604991,0.561102071,1.276116001,0.18465897,1.413126546,0.908935277,0.685631549,0.811972517
304,"IW.3.4,5,6.DM",T187IWA32-20200225,T187,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,11.71,0.730354158,0.334935206,0.755791354,2.335074208,0.45944119,0.563640472,0.463317095,0.914071244,1.561327802,5.309568389,0.759286256,0.182885548,8.059091829,0.389465428,1.321840392,0.710518408,2.011508114,2.77545551,1.394360581,1.011845041,0.982623649,1.204242185
305,IW.2.4.DM,T199IWA23-20190716,T199,Tucson,A,First Monsoon,First,Monsoon,Water Year 2,Monsoon Water Year 2,NA,0.180762654,0.940004634,3.100012907,29.52631679,2.653350913,4.076887107,5.261946262,50.14696407,2.890754075,6.877679261,1.703764282,0.548656643,12.06206032,0.467358513,1.18298096,0.604643071,0.571802164,3.404974725,1.373619251,2.321403953,2.624189369,2.906642556
306,IW.1.3.DM,T127IWA13-20180710,T127,Tucson,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,NA,0.141067906,0.4055917,0.365585156,0.459529296,16.78563706,12.03331495,6.016817439,3.372945973,1.690102614,15.05807189,1.005406118,0.056420191,10.43470439,0.705127157,0.804990377,0.277527355,0.831296244,7.346247824,1.36497703,1.419705615,1.508103015,1.683302293
307,IW.3.1.DM,H214IWA31-20191203,H214,Hayden/Winkelman,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,35.82,0.766871866,0.92868398,0.529725431,0.339344711,0.505555578,1.144849585,1.472935994,0.854344998,12.04658977,2.219467554,1.490978939,0.113160433,2.436127302,2.556840532,2.303151264,0.139554486,0.578666078,1.942038922,1.351149477,1.013021602,1.095108952,1.34065918
308,IW.3.3.DM,T113IWA31-20191217,T113,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,241.3,0.328659371,0.940199817,2.721744184,0.608200539,1.882885915,0.91429127,2.898500839,3.087298709,4.902526551,19.03903447,2.037109468,0.089156704,8.701038768,0.105155665,1.335641836,4.19314713,1.009376678,4.115087254,1.341766495,1.543475928,1.449664993,1.947903121
309,"IW.3.4,5,6.DM",T102IWA32-20200303,T102,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,46.07,0.730354158,1.480663445,1.242243439,0.868947027,3.696245523,4.21647356,5.256834268,3.641281281,2.896097429,3.928368566,0.759286256,0.182885548,8.44753106,0.389465428,1.281844369,0.573103757,0.844452079,2.454939237,1.334852718,1.540543485,1.570604059,1.745726604
310,IW.3.3.DM,T120IWA31-20191217,T120,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,29.21,0.328659371,0.345865492,2.103233787,1.377340298,0.210849169,1.101770317,0.644963297,0.770382014,2.311801757,2.94607414,2.037109468,0.089156704,10.17301901,0.105155665,0.767247651,0.660743974,0.983065008,3.78825722,1.330655068,0.896840311,0.856774779,1.028666741
311,"IW.3.4,5,6.DM",D305IWA32-20200218,D305,Dewey-Humboldt,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,53.66,0.730354158,0.473515623,2.015194913,0.622339902,0.08696464,0.431033342,1.356552921,1.629055001,2.810603778,0.665678439,3.424195823,0.182885548,1.144055755,0.389465428,0.535158053,0.279108973,1.102420845,1.881872484,1.33164275,0.774249523,0.741960061,0.885348463
312,IW.2.2.DM,T118IWA21-20181211,T118,Tucson,A,First Winter,First,Winter,Water Year 2,Winter Water Year 2,43.74,0.076687187,0.75926454,1.028861083,0.538335452,1.350229267,2.548656107,1.789198049,2.525237224,4.223920696,6.557260321,0.582428116,0.340510029,20.67723358,0.32792989,3.748922994,1.329489072,0.978107737,5.615534232,1.324975894,1.409265896,1.332460352,1.422050345
313,IW.2.3.DM,G401IWA22-20190226,G401,Globe/Miami,A,Last Winter,Last,Winter,Water Year 2,Winter Water Year 2,3.714,0.205777284,1.216970285,0.328280549,0.069677949,0.461711437,1.46445443,1.135714762,0.669395608,3.628136815,4.727797638,0.518536955,0.092471505,0.884005912,0.214205985,8.889256927,0.370749752,0.329467869,1.025057836,1.319790562,0.680888688,0.821915197,0.95121535
314,IW.1.3.DM,D302IWA13-20180619,D302,Dewey-Humboldt,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,234.3,0.128195414,0.715153027,4.534748123,1.561567881,0.574939995,0.32056751,6.6029928,6.904584869,1.993337907,1.962161436,6.361337292,0.407263254,12.85529412,1.258752262,1.056233,0.201795787,0.605359077,12.64237998,1.310901421,1.48839598,1.3064971,1.650446209
315,IW.3.2.DM,T128IWA31-20191210,T128,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,331.1,1.168566653,0.564861588,4.902571556,1.737686122,0.50314344,1.222584799,1.928925897,2.810307423,2.693050007,26.53975056,6.376152634,0.3131915,14.5726044,0.272625799,6.472595824,0.409359826,1.545333959,3.71174928,1.302012279,1.906163956,2.011967905,2.493020669
316,IW.1.4.DM,G415IWA13-20180619,G415,Globe/Miami,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,0.18,0.250876653,1.169345465,1.310883918,0.649578969,3.040711768,0.580487113,4.147531478,6.290010454,18.30632803,58.89720863,1.9148829,0.07780637,1.590556429,1.246094635,12.13963795,0.934084695,1.355813668,4.709323681,1.297567709,1.956150296,2.180643945,3.329935572
317,IW.2.5.DM,T166IWA23-20190730,T166,Tucson,A,First Monsoon,First,Monsoon,Water Year 2,Monsoon Water Year 2,75.34,0.709356476,0.46648901,3.935636122,1.860157957,5.892709273,1.42739182,2.387301397,4.760787729,7.699771946,4.133889805,3.779764021,0.447612378,41.33811182,0.192785387,1.144393248,2.12960146,1.212624797,4.787317212,1.283987076,2.134492029,2.020234968,2.391202142
318,IW.1.2.DM,T127IWA12-20180227,T127,Tucson,A,Last Winter,Last,Winter,Water Year 1,Winter Water Year 1,51.94,0.181438232,1.294848576,0.171601196,0.316680144,1.610456303,2.030020233,2.187933614,1.307918229,1.94391189,27.27606681,0.669468248,0.032439324,2.257854139,0.164140204,0.924696784,0.425920292,1.267536108,3.858822795,1.282011711,0.89666333,1.040510634,1.342099719
319,IW.1.4.DM,T183IWA13-20180626,T183,Tucson,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,NA,0.217645539,1.463292097,2.693392682,0.684303581,10.7311727,1.640140828,9.634405495,5.805275703,3.115174909,29.83294522,1.372456206,0.115217895,13.5503959,0.548562055,4.357313202,0.951761596,2.369956954,4.386207624,1.278060982,2.209425613,1.996229932,2.633758938
320,IW.3.3.DM,T143IWA31-20191217,T143,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,31.6,0.328659371,0.3685068,1.044529018,0.116441813,0.459157409,0.862066683,0.592991353,1.102194492,3.644166875,10.66444855,2.037109468,0.089156704,2.786131493,0.105155665,0.721336723,0.372610478,0.973531795,1.738141548,1.277567141,0.753153045,0.81461383,0.990972631
321,IW.1.3.DM,G413IWA13-20180619,G413,Globe/Miami,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,81.05,1.077089794,1.884693676,3.597656375,1.019697588,14.16492094,2.195117314,8.228607028,11.33356012,10.37144854,17.78486943,2.816766818,0.110657187,2.760780722,0.807556564,5.334680805,0.817417144,0.513268232,6.321189988,1.275344855,2.542049744,3.028606931,4.213189121
322,"IW.3.4,5,6.DM",H221IWA32-20200218,H221,Hayden/Winkelman,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,7.763,0.730354158,0.559981996,0.873673914,6.219240388,0.617932793,0.744862196,1.537517523,0.630443708,4.3147577,24.58163482,1.387827123,0.182885548,3.25348522,0.389465428,1.9302306,0.279108973,1.457247063,1.784566269,1.269665682,1.240646911,1.409793511,1.798782908
323,IW.3.2.DM,T104IWA31-20191210,T104,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,58.79,1.168566653,0.891599079,3.551398662,2.025047881,1.096954861,2.092112138,2.191341611,3.306583477,11.76606372,3.955879283,5.702054592,0.125733814,12.22561368,0.503189332,1.443800095,1.613249861,0.836253516,3.240445514,1.259295017,1.902728528,1.858136361,2.348143767
324,IW.1.1.DM,T101IWA11-20171219,T101,Tucson,A,First Winter,First,Winter,Water Year 1,Winter Water Year 1,92.6,0.603272534,1.35808809,5.044329065,1.452611613,2.510041585,2.584756052,4.634874946,10.12460857,10.87372374,10.10614282,3.314932679,0.44635504,14.94059946,0.057173525,2.633540946,2.208682336,1.392039881,14.12797104,1.231886831,2.497791852,2.776455484,3.299741625
325,"IW.3.4,5,6.DM",G417IWA32-20200218,G417,Globe/Miami,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,41.35,0.730354158,1.988921764,0.470038058,0.580337677,0.383671704,0.599018418,1.197569894,2.303355663,8.944773239,5.142076671,0.759286256,0.182885548,0.934707454,0.389465428,2.331035815,0.279108973,0.812420481,4.311928071,1.228183022,1.026211722,1.31507791,1.689998571
326,IW.1.1.DM,G419IWA12-20180227,G419,Globe/Miami,A,Last Winter,Last,Winter,Water Year 1,Winter Water Year 1,269.8,1.506172862,2.822356105,2.540443791,1.713773964,35.23139206,1.188891517,42.61699353,17.97846566,28.93425752,51.66350833,3.139000498,0.501335007,10.6882121,0.067864351,8.483663455,0.845421078,1.70320398,12.17070481,1.222750769,3.916657579,5.11230478,7.209184169
327,IW.2.6.DM,T107IWA24-20190924,T107,Tucson,A,Last Monsoon,Last,Monsoon,Water Year 2,Monsoon Water Year 2,74.48,0.292141663,0.38334076,3.626007877,71.38298981,0.257531118,0.636803027,1.14610915,2.161397629,1.890211191,1.523608241,2.553794505,0.342910402,9.86635646,0.331045613,0.309828347,4.16709696,0.788206118,2.314922279,1.222750769,1.345087674,1.151634057,1.356864907
328,IW.1.1.DM,T153IWA11-20180116,T153,Tucson,A,First Winter,First,Winter,Water Year 1,Winter Water Year 1,1.015,0.035057,0.316783123,3.020181047,1.713566033,1.376620885,0.354742125,2.900204838,4.593438827,14.40300852,62.41696214,5.474268715,1.27448366,82.75800031,0.207000875,5.13470069,3.252549893,2.5815943,12.68694771,1.21880004,2.460033508,2.152218869,2.659208679
329,IW.2.3.DM,T118IWA22-20190226,T118,Tucson,A,Last Winter,Last,Winter,Water Year 2,Winter Water Year 2,NA,0.159856266,0.864468547,0.328280549,0.168778249,0.629709698,1.919554402,0.88062624,3.525868245,7.769235537,7.769350148,0.518536955,0.144136672,7.122748841,0.440290666,1.702929258,1.416943217,0.548159794,3.07814469,1.21460239,1.037443256,1.084049635,1.23637808
330,IW.3.1.DM,G410IWA31-20191203,G410,Globe/Miami,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,14.1,0.766871866,0.637665103,0.529725431,0.374277255,0.196943907,0.733069547,0.405892357,1.167114325,3.419746041,5.506998241,0.635022579,0.113160433,1.07004786,1.559224839,2.104297798,0.666698299,0.588199292,2.125138021,1.188675728,0.833205235,0.890629236,1.093548957
331,IW.2.6.DM,T111IWA24-20190910,T111,Tucson,A,Last Monsoon,Last,Monsoon,Water Year 2,Monsoon Water Year 2,65.98,0.292141663,0.372996025,1.733172078,1.068977427,2.657607625,1.96840966,1.891437938,3.28350087,2.319549619,1.367444465,1.332269592,0.342910402,16.31853652,0.331045613,1.773344791,1.160162962,1.52531421,5.960934155,1.192132616,1.448738332,1.318893845,1.437423393
332,IW.2.6.DM,T169IWA24-20190917,T169,Tucson,A,Last Monsoon,Last,Monsoon,Water Year 2,Monsoon Water Year 2,51.73,0.923715421,1.064141458,4.204229298,4.148239577,0.171545522,1.100085653,1.422668049,2.471858695,3.622793462,2.308472815,2.22785699,0.342910402,14.24958652,0.331045613,0.795977189,1.308090718,1.197943648,2.39291581,1.191638775,1.453554348,1.290679622,1.477261981
333,IW.1.3.DM,H206IWA13-20180619,H206,Hayden/Winkelman,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,34.54,0.115012521,0.579109998,0.811002173,0.31501669,1.845994405,0.370385434,3.142172574,1.199429975,7.619621648,23.67539943,5.500195563,0.065084394,4.403674226,1.053114516,5.168500146,1.281110184,0.668850281,6.258052368,1.184231157,1.376122211,1.334472426,1.973204921
334,IW.3.3.DM,T102IWA31-20191217,T102,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,22.11,0.328659371,1.134212402,1.044529018,0.758119373,2.204977176,2.760442451,2.872940867,1.715614778,2.319015284,3.494670203,2.037109468,0.089156704,3.701621427,0.105155665,0.681059038,0.641206346,0.689442023,1.520873854,1.177811222,1.054409877,1.136864346,1.321870966
335,IW.3.2.DM,G426IWA31-20191210,G426,Globe/Miami,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,12.67,1.168566653,0.603117591,1.044529018,0.570772814,0.191552071,0.608404404,0.633716909,1.021116835,3.409059335,3.856355218,1.833398521,0.125733814,0.970689193,0.272625799,2.053316952,0.585663661,0.804603246,1.517902672,1.174354334,0.848232786,0.952474396,1.192601432
336,"IW.3.4,5,6.DM",T152IWA32-20200225,T152,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,29.56,0.730354158,0.83284879,0.470038058,0.55081136,0.484555795,0.676994299,0.877559043,1.324941651,5.121604032,23.65921666,0.759286256,0.182885548,8.333043708,0.389465428,1.745178578,0.279108973,1.472309541,4.085375433,1.166205954,1.135632902,1.260948713,1.590310802
337,IW.3.3.DM,T046IWA31-20191217,T046,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,26.71,0.328659371,0.489130318,1.044529018,0.305243895,0.235396212,1.018018445,0.611224134,0.66073963,2.633738787,11.0123782,2.037109468,0.128591401,9.379785214,0.105155665,1.048628122,0.914640103,0.873623714,3.144253492,1.158551416,0.891775886,0.891746368,1.050678866
338,IW.2.6.DM,T010IWA24-20190917,T010,Tucson,A,Last Monsoon,Last,Monsoon,Water Year 2,Monsoon Water Year 2,40.49,0.292141663,0.575791875,4.141557557,1.703793238,0.223051745,1.047379734,0.878411042,2.064450679,5.404801751,3.382199919,2.851953255,0.342910402,12.76125094,0.331045613,0.309828347,0.803554732,1.148752264,3.259758198,1.158798336,1.215904691,1.085119182,1.208805804
339,IW.1.3.DM,H222IWA13-20180619,H222,Hayden/Winkelman,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,201.8,0.401512198,1.134407585,3.207450178,0.998904407,13.42283403,1.319813984,5.720321763,5.663894734,9.596662328,5.889720863,4.389044944,0.106359376,19.73680175,1.084855948,2.833521061,0.374006023,0.711559079,5.704669696,1.15632913,2.164496759,2.161746931,2.973019016
340,IW.1.3.DM,H203IWA13-20180717,H203,Hayden/Winkelman,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,NA,0.151238087,0.907994509,1.622004347,0.491134931,1.467146975,1.16987888,2.158965646,2.618433251,7.934879486,3.251928582,3.413084317,0.076789069,2.784904843,0.290151744,2.04514875,0.225799159,17.45340785,10.67025784,1.15213148,1.397124441,1.354261008,1.781517329
341,"IW.3.4,5,6.DM",T157IWA32-20200218,T157,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,59.76,0.730354158,0.569545997,2.180081279,0.481362136,0.148984944,0.583375109,1.257380229,2.167745346,6.457442329,3.649215702,3.198261864,0.182885548,11.46509056,0.389465428,2.183444857,0.279108973,1.38174401,6.584882402,1.146699227,1.215024126,1.179719953,1.48998434
342,"IW.3.4,5,6.DM",T109IWA32-20200225,T109,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,32.01,9.328448481,0.570131548,13.62364277,9.483769779,0.403536363,0.530909856,2.019237798,1.798135098,2.823962161,7.988626746,15.99501316,0.182885548,11.28109303,1.955116446,2.971535506,1.166675505,1.467733599,0.423393454,1.123488692,2.139227342,1.780889305,2.445006327
343,"IW.3.4,5,6.DM",G427IWA32-20200225,G427,Globe/Miami,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,14.12,0.730354158,0.705589026,1.084071902,0.176742037,1.139805769,1.008632459,1.599202256,0.627558382,6.585682806,16.04522115,1.769136977,0.182885548,2.474562341,0.622365753,4.869938285,0.498023443,1.11824598,3.431343966,1.121266406,1.24323626,1.333338864,1.638295515
344,IW.2.3.DM,T163IWA22-20190219,T163,Tucson,A,Last Winter,Last,Winter,Water Year 2,Winter Water Year 2,52.19,0.260736434,0.306633571,1.296708167,0.31730394,0.090185553,0.407207378,1.140656356,1.71474918,4.702150807,1.883674979,1.12911422,0.032004971,9.666003594,0.214205985,0.778514136,1.282040547,0.620230891,2.626153608,1.114846471,0.734428455,0.594767042,0.802933701
345,IW.3.2.DM,H222IWA31-20191210,H222,Hayden/Winkelman,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,21.29,1.168566653,0.833824708,1.599621582,0.830063779,0.645317644,0.999727806,0.839389485,0.793464621,2.733125156,4.763399742,1.833398521,0.125733814,1.770056242,0.272625799,0.60867187,0.858539199,0.516128196,2.033031375,1.101265838,0.962752693,1.041344505,1.266695293
346,IW.1.1.DM,G413IWA11-20171219,G413,Globe/Miami,A,First Winter,First,Winter,Water Year 1,Winter Water Year 1,204.7,3.79418985,4.783952153,6.01499496,3.006693949,15.48024516,1.963837001,12.89756194,27.62699546,34.46462807,42.15612817,2.705651757,0.640785237,12.54454274,0.133937161,15.70548055,1.198307855,1.370113489,8.605286253,1.093117459,4.583272492,6.124495467,8.338725042
347,IW.1.2.DM,T141IWA11-20180109,T141,Tucson,A,First Winter,First,Winter,Water Year 1,Winter Water Year 1,86.08,0.211072352,1.307340331,0.923662089,0.705928489,0.094470644,5.236898668,1.75171009,2.336536911,2.417867318,11.52213561,1.977848101,0.134535181,9.134455173,0.228032008,2.487639961,0.57403412,2.21551889,11.33505984,1.076326859,1.327352819,1.352473558,1.47501603
348,IW.3.3.DM,T154IWA31-20191217,T154,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,53.55,0.328659371,0.607216448,1.777191515,0.116441813,0.276970106,0.591317097,0.973494139,1.376588985,8.851264558,8.641601706,2.037109468,0.089156704,11.94348414,0.105155665,3.61372517,5.407271161,1.655728575,6.532886715,1.063733908,1.206777356,1.047484213,1.380367759
349,"IW.3.4,5,6.DM",G414IWA32-20200218,G414,Globe/Miami,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,16.61,0.730354158,0.405006149,0.470038058,0.438320252,1.210892871,0.206780484,2.61393315,1.32811551,5.244501155,171.5374121,0.759286256,0.182885548,0.341540305,0.389465428,1.351414916,1.181561317,0.797358003,1.144647917,1.061017782,1.016361639,1.18251133,1.641888442
